doc_id,author,title,not_before,not_after,LAGT4-1?,GLAUX?,OGA?,EXPRECCE?,lagt4-1_author,glaux_AUTHOR_STANDARD,oga_author,lagt4-1_title,lagt_genre,lagt_provenience,lagt_tlg_epithet,lagt_tlg_epithet,glaux_TITLE_STANDARD,oga_title_labels,oga_title_from_print_edition,lagt4-1_not_before,lagt4-1_not_after,glaux_STARTDATE,glaux_ENDDATE,oga_not_before,oga_not_after,oga_date_source,oga_date_source_link,oga_comment_on_chronology,oga_formatted_work_date,lagt4-1_tokencount,glaux_TOKENS,oga_tokencount,lagt4-1_source,lagt4-1_tlg_epithet,lagt4-1_genre,lagt4-1_provenience,glaux_GENRE_STANDARD,glaux_DIALECT,glaux_GLAUX_TEXT_ID,glaux_TLG,glaux_SOURCE,glaux_SOURCE_FORMAT,glaux_TM_TEXT,exprecce_author,exprecce_title,exprecce_not_after,exprecce_not_before,exprecce_edition,exprecce_edition_link,oga_id,oga_print_edition,glaux_tlg_ids,glaux_tokens_sum
tlg0732.tlgX01,Alexander of Aphrodisias,In Aristotelis Sophisticos Elenchos Commentarius [Sp.],175.0,225.0,True,False,True,False,Alexander of Aphrodisias,,Alexander of Aphrodisias,In Aristotelis Sophisticos Elenchos Commentarius [Sp.],[],pagan,['Philosophici/-ae'],['Philosophici/-ae'],,In Aristotelis Sophisticos Elenchos Commentarius [Sp.],In Aristotelis Sophisticos Elenchos Commentarius [Sp.],101.0,300.0,,,175.0,225.0,"Frede, Dorothea, Alexander of Aphrodisias, The Stanford Encyclopedia of Philosophy (Fall 2023 Edition), Edward N. Zalta & Uri Nodelman (eds.)",https://plato.stanford.edu/entries/alexander-aphrodisias/,"Referred to as ""active in the late second and early third century CE"".",+0175-01/+0225-12,99885.0,,81992.0,glaux1,['Philosophici/-ae'],[],pagan,,,,,,,,,,,,,,784,"Alexander of Aphrodisias. In Aristotelis Sophisticos Elenchos Commentarius [Sp.],. Wallies, Maximilian, editor. Berlin: Reimer, 1898.",[nan],0.0
tlg0733.tlg001,Cassius Iatrosophista,Ἰατρικαὶ Ἀπορίαι καὶ Προβλήματα Φυσικά,101.0,300.0,True,False,True,False,Cassius Iatrosophista,,Cassius Iatrosophista,Ἰατρικαὶ Ἀπορίαι καὶ Προβλήματα Φυσικά,[],christian,['Medici'],['Medici'],,Quaestiones medicae et problemata physica,Ἰατρικαὶ Ἀπορίαι καὶ Προβλήματα Φυσικά,101.0,300.0,,,101.0,300.0,"Cassius Iatrosophista, Wikipedia",https://de.wikipedia.org/wiki/Cassius_Iatrosophista,Approximate date based on the estimated lifespan of Cassius.,+0101-01/+0300-12,7894.0,,7980.0,glaux1,['Medici'],[],christian,,,,,,,,,,,,,,785,"Cassius Iatrosophista. Physici et medici Graeci minores. Vol. 1. Ideler, Julius Ludwig, editor. Berlin: Reimer, 1841.",[nan],0.0
tlg0751.tlg005,Hippocrates (Pseudo),Ἑρμηνεία περὶ ἐνεργῶν λίθων,-499.0,-300.0,True,False,True,False,Hippocrates (Pseudo),,Pseudo-Hippocrates,Ἑρμηνεία περὶ ἐνεργῶν λίθων,[],pagan,['Medici'],['Medici'],,Ἑρμηνεία περὶ ἐνεργῶν λίθων,Ἑρμηνεία περὶ ἐνεργῶν λίθων,-400.0,,,,-499.0,-300.0,"Patzek, B. (., Stein-Hölkeskamp, E. (., Folkerts, M. (., Potter, P. (. O., Gundert, B. (. O., Welwei, K. (., & Günther, L. (. (2006). Hippocrates. In Brill's New Pauly Online. Brill",https://doi.org/10.1163/1574-9347_bnp_e514594,None,—0499-01/—0300-12,1899.0,,1900.0,glaux1,['Medici'],[],pagan,,,,,,,,,,,,,,1368,"Hippocrates (Pseudo). Les lapidaires de l'antiquité et du moyen age. Vol 2.1. de Mély, Fernand, editor. Paris: Ernest Leroux, 1898.",[nan],0.0
tlg0751.tlg034,pseudo-Hippocrates,De septimestri partu,-499.0,-300.0,True,False,True,False,pseudo-Hippocrates,,Pseudo-Hippocrates,De septimestri partu,[],pagan,['Medici'],['Medici'],,De septimestri partu,De septimestri partu,-400.0,,,,-499.0,-300.0,"De septimestri partu, poesialatina.it",http://www.poesialatina.it/_ns/Greek/testi/Hippocrates/De_septimestri_partu.html,Approximate date range.,—0499-01/—0300-12,1854.0,,1878.0,glaux1,['Medici'],[],pagan,,,,,,,,,,,,,,786,"pseudo-Hippocrates, De septimestri partu",[nan],0.0
tlg1068.tlg001,Res Gestae Divi Augusti,Res gestae,1.0,100.0,True,True,False,False,Augustus,Res Gestae Divi Augusti,,Res Gestae Divi Augusti (monumentum Ancyranum),['Hist.'],pagan,,,Res gestae,,,1.0,100.0,1.0,100.0,,,,,,,3096.0,3066.0,,glaux1,,['Hist.'],pagan,History,,985.0,1068-001,Loeb (public domain),TXT,4432,,,,,,,,,['1068-001'],3066.0
tlg1118.tlg003,Pseudo-Dioscorides,De lapidibus,-47.0,-47.0,True,False,True,False,Pseudo-Dioscorides,,Pseudo-Dioscorides,De lapidibus,[],pagan,['Medici'],['Medici'],,De lapidibus,De lapidibus,101.0,,,,-47.0,-47.0,"Badian, E. (. M., Weißenberger, M. (., Degani, E. (., Bäbler, B. (., Nutton, V. (., Ameling, W. (., Höcker, C. (., & Michel, S. (. (2006). Dioscorides. In Brill's New Pauly Online. Brill",https://doi.org/10.1163/1574-9347_bnp_e320810,None,—0047-01/—0047-12,1213.0,,1273.0,glaux1,['Medici'],[],pagan,,,,,,,,,,,,,,1369,"Pseudo-Dioscorides. Les Lapidaires de L'antiquité et du Moyen Age; Les Lapidaires Grecs. Vol. 2, Fasc. 1. Mély, Fernand de, editor. Paris: Ernest Leroux, 1898.",[nan],0.0
tlg1126.tlg003,Anubion,Fragmenta,101.0,300.0,True,True,True,False,Anubion,Anubion,"Anubion, Poeta Astrologus",Fragmenta,[],pagan,[],[],Fragmenta,Fragmenta,Fragmenta,1.0,100.0,1.0,100.0,101.0,300.0,"Anubion, Wikipedia",https://de.wikipedia.org/wiki/Anubion,"Approximate date, he wrote works later than Dorotheus of Sidon and Firmicus, around the 2nd to 3rd centuries AD according to Pingree.",+0101-01/+0300-12,87.0,84.0,97.0,glaux1,[],[],pagan,Astronomy/Astrology,,912.0,1126-003,First1K,XML,15245,,,,,,,787,"Anubion. Apotelesmaticorum qui feruntur libri VI. Koechly, Hermann, editor. Leipzig: Teubner, 1858.",['1126-003'],84.0
tlg1129.tlg001,Anonymi de Barbarismo et Soloecismo,De barbarismo et soloecismo,-149.0,-100.0,False,False,True,False,,,Anonymi de Barbarismo et Soloecismo,,,,,,,De barbarismo et soloecismo,De barbarismo et soloecismo,,,,,-149.0,-100.0,"Mehl, A. (., Ameling, W. (., Montanari, F. (., Makris, G. (., Baltes, M. (., Lakmann, M. (., Graf, F. (. O., Neudecker, R. (., Hadot, P. (., & Degani, E. (. (2006). Ammonius. In Brill's New Pauly Online. Brill",https://doi.org/10.1163/1574-9347_bnp_e118120,None,—0149-01/—0100-12,,,1714.0,,,,,,,,,,,,,,,,,,1390,"Anonymi de Barbarismo et Soloecismo. Ammonius. De differentia adfinium vocabulorum. Valckenaer, Ludwig Caspar, editor. Leipzig: Ioannis Augustus Gottlieb Weigel, 1822.",[nan],0.0
tlg1131.tlg001,Anonymus Ad Avircium Marcellum Contra Cataphrygas,Ad Avircium Marcellum contra Cataphrygas,165.0,550.0,True,True,True,False,Anonymus Ad Aviricium Marcellum Contra Cataphrygas,Anonymus Ad Avircium Marcellum Contra Cataphrygas,Anonymus Ad Avircium Marcellum contra Cataphrygas,Ad Avircium Marcellum contra Cataphrygas,[],pagan,[],[],Ad Avircium Marcellum contra Cataphrygas,Ad Avircium Marcellum contra Cataphrygas,Ad Avircium Marcellum contra Cataphrygas,101.0,300.0,101.0,300.0,165.0,550.0,"Tabbernee, W. (13 Aug. 2007). Fake Prophecy and Polluted Sacraments. Leiden, The Netherlands: Brill",https://doi.org/10.1163/ej.9789004158191.i-485,None,+0165-01/+0550-12,1317.0,1294.0,1393.0,glaux1,[],[],pagan,Theology,Koine,1697.0,1131-001,https://www.hs-augsburg.de/~harsch/augustana.html,TXT,15186,,,,,,,1391,"Anonymus Ad Avircium Marcellum contra Cataphrygas. Reliquiae Sacrae, Volume 2. Routh, Martin Joseph, editor. Oxford: Oxford University Press, 1846.",['1131-001'],1294.0
tlg1134.tlg001,Anonymous Iamblichi,Fragmenta,-424.0,-374.0,True,False,True,False,Anonymous Iamblichi,,Anonymous Iamblichi,Fragmenta,[],pagan,['Philosophici/-ae'],['Philosophici/-ae'],,Fragmenta,Fragmenta,-500.0,-401.0,,,-424.0,-374.0,"Gagarin, M., & Woodruff, P. (Eds.). (1995). Anonymus Iamblichi. In Early Greek Political Thought from Homer to the Sophists (pp. 290–295). chapter, Cambridge: Cambridge University Press.",https://www.cambridge.org/core/books/abs/early-greek-political-thought-from-homer-to-the-sophists/anonymus-iamblichi/3E04D1B4A68BCB128D9CCF8940ED53F9#,"The author mentions that the work was composed ""late fifth or early fourth century"".",—0424-01/—0374-12,2144.0,,2029.0,glaux1,['Philosophici/-ae'],[],pagan,,,,,,,,,,,,,,788,"Anonymous Iamblichi. Die Fragmente der Vorsokratiker, Vol. 2. Diels, Hermann, editor. Berlin: Weidmann, 1922.",[nan],0.0
tlg1146.tlg001,Antipater Tarsensis,Testimonia et Fragmenta.,-139.0,-128.0,True,False,True,False,Antipater Tarsensis,,Antipater Tarsensis,Testimonia et Fragmenta.,[],pagan,['Philosophici/-ae'],['Philosophici/-ae'],,Testimonia et Fragmenta,Testimonia et Fragmenta,-200.0,-101.0,,,-139.0,-128.0,"Dorandi, T. (1999). Chronology. In K. Algra, J. Barnes, J. Mansfeld, & M. Schofield (Eds.), The Cambridge History of Hellenistic Philosophy (pp. 31–54). chapter, Cambridge: Cambridge University Press.",https://www.cambridge.org/core/books/cambridge-history-of-hellenistic-philosophy/chronology/F874277AA5EF036C51A97210041734F2,"This date is based on the approximate time of Antipater as scholar, as identified by Dorandi.",—0139-01/—0128-12,4010.0,,3326.0,glaux1,['Philosophici/-ae'],[],pagan,,,,,,,,,,,,,,789,"Antipater Tarsensis. Stoicorum veterum fragmenta, Vol. 1. von Arnim, Hans Friedrich August, editor. Stuttgart: Teubner, 1903. (1964 printing.)",[nan],0.0
tlg1147.tlg003,Antiphon of Athens,Fragmenta,-412.0,-412.0,True,False,True,False,Antiphon of Athens,,Antiphon of Athens,Fragmenta,[],pagan,['Sophistae'],['Sophistae'],,Fragmenta,Fragmenta,-500.0,-401.0,,,-412.0,-412.0,"(1998). Antiphon and Andocides. New York, USA: University of Texas Press.",https://doi.org/10.7560/728080,"After the failed Sicilian Expedition and the fall of the Regime of the 400 oligarchs in 413 BC, Antiphon was prosecuted on account of treason and participation in the overthrow of democracy. It was in this trial when he delivered this speech in 413 BC.",—0412-01/—0412-12,4921.0,,3730.0,glaux1,['Sophistae'],[],pagan,,,,,,,,,,,,,,790,"Antiphon of Athens. Die Fragmente der Vorsokratiker, Vol. 2. Diels, Hermann, editor. Berlin: Weidmann, 1922.",[nan],0.0
tlg1148.tlg004,Antonius Diogenes,De incredibilibus,1.0,200.0,True,True,False,False,Antonius Diogenes,Antonius Diogenes,,De incredibilibus,[],pagan,,,De incredibilibus,,,1.0,200.0,1.0,200.0,,,,,,,199.0,201.0,,glaux1,,[],pagan,Narrative,,1008.0,1148-004,https://dl-dev.uc.pt/handle/10316.2/47487,TXT,613,,,,,,,,,['1148-004'],201.0
tlg1153.tlg001,Apocalypsis Adam,Νυχθήμερον,1.0,100.0,True,True,False,False,(fort. auctore Apollonio Tyanensi),Apocalypsis Adam,,APOCALYPSIS ADAM (Νυχθήμερον),['Apocalyp.' 'Apocryph.'],,,,Νυχθήμερον,,,1.0,100.0,1.0,100.0,,,,,,,526.0,505.0,,glaux1,,['Apocalyp.' 'Apocryph.'],,Religious Prophecy,Koine,913.0,1153-001,https://archive.org/details/apocrypha-anecdota-1893,TXT,3471,,,,,,,,,['1153-001'],505.0
tlg1157.tlg001,Apocalypsis Esdrae,Apocalypsis Esdrae,,,False,True,False,False,,Apocalypsis Esdrae,,,,,,,Apocalypsis Esdrae,,,,,1.0,200.0,,,,,,,,3092.0,,,,,,Religious Prophecy,Koine,1011.0,1157-001,https://el.wikisource.org,TXT,3389,,,,,,,,,['1157-001'],3092.0
tlg1157.tlg003,,Apocalypsis Esdrae,1.0,200.0,True,False,False,False,,,,Apocalypsis Esdrae,[],christian,,,,,,1.0,200.0,,,,,,,,,2992.0,,,glaux1,,[],christian,,,,,,,,,,,,,,,,[nan],0.0
tlg1168.tlg001,Apollonius,Lexicon Homericum,1.0,200.0,True,True,False,False,Apollonius Sophista,Apollonius,,Lexicon Homericum,['Lexicogr.'],pagan,,,Lexicon Homericum,,,1.0,200.0,1.0,200.0,,,,,,,60786.0,57611.0,,glaux1,,['Lexicogr.'],pagan,Language,,1013.0,1168-001,http://www.physics.ntua.gr/~mourmouras,TXT,616,,,,,,,,,['1168-001'],57611.0
tlg1181.tlg001,Aristarchus,De magnitudinibus et distantiis solis et lunae,-309.0,-229.0,True,True,True,False,Aristarchus of Samos,Aristarchus,Aristarchus of Samos,De magnitudinibus et distantiis solis et lunae,[],pagan,['Astronomici'],['Astronomici'],De magnitudinibus et distantiis solis et lunae,De magnitudinibus et distantiis solis et lunae,On the Sizes and Distances of the Sun and the Moon,-400.0,-201.0,-400.0,-201.0,-309.0,-229.0,"Evans, J. (2024, March 27). Aristarchus of Samos. Encyclopedia Britannica",https://www.britannica.com/biography/Aristarchus-of-Samos,This date is based on the estimated lifespan of Aristarchus according to Encyclopedia Britannica.,—0309-01/—0229-12,8095.0,7900.0,7949.0,glaux1,['Astronomici'],[],pagan,Astronomy/Astrology,,569.0,1181-001,First1K,XML,6410,,,,,,,791,"Aristarchus. Aristarchus of Samos, the ancient Copernicus: a history of Greek astronomy to Aristarchus, together with Aristarchus's Treatise, on the sizes and distances of the sun and moon. Heath, Sir Thomas Little, editor. Oxford: Clarendon Press, 1913",['1181-001'],7900.0
tlg1182.tlg004,Aristeas,Fragmenta epica,-700.0,-601.0,True,True,False,False,Aristeas Proconnensis,Aristeas,,Fragmenta epica,[],pagan,,,Fragmenta epica,,,-700.0,-601.0,-700.0,-501.0,,,,,,,97.0,91.0,,glaux1,,[],pagan,Epic poetry,Ionic/Epic,38.0,1182-004,https://sententiaeantiquae.com,TXT,14049,,,,,,,,,['1182-004'],91.0
tlg1183.tlg001,Aristeae Epistula,Aristeae epistula ad Philocratem,-200.0,-101.0,True,True,False,False,Aristeas,Aristeae Epistula,,Aristeae epistula ad Philocratem,[],jewish,,,Aristeae epistula ad Philocratem,,,-200.0,-101.0,-300.0,-201.0,,,,,,,15307.0,15131.0,,glaux1,,[],jewish,Epistolography,,677.0,1183-001,https://el.wikisource.org,TXT,320,,,,,,,,,['1183-001'],15131.0
tlg1188.tlg002,Aristocles of Messene,Fragmenta,101.0,200.0,True,False,True,False,Aristocles of Messene,,Aristocles of Messene,Fragmenta,[],pagan,['Philosophici/-ae'],['Philosophici/-ae'],,Fragmenta,Fragmenta,101.0,200.0,,,101.0,200.0,"Trapp, M.  (2015, December 22). Aristocles. Oxford Classical Dictionary.",https://doi.org/10.1093/acrefore/9780199381135.013.753,Based on the approximate lifespan of Aristocles according to Trapp.,+0101-01/+0200-12,6806.0,,6815.0,glaux1,['Philosophici/-ae'],[],pagan,,,,,,,,,,,,,,792,"Aristocles of Messene. Fragmenta Philosophorum Graecorum, Vol. 3. Mullach, Friedrich Wilhelm August, editor. Paris: Firmin-Didot, 1881.",[nan],0.0
tlg1193.tlg001,Ariston of Chios,Testimonia et Fragmenta,-299.0,-200.0,True,False,True,False,Ariston of Chios,,Ariston of Chios,Testimonia et Fragmenta,[],pagan,['Philosophici/-ae'],['Philosophici/-ae'],,Testimonia et Fragmenta,Testimonia et Fragmenta,-300.0,-201.0,,,-299.0,-200.0,"Britannica, T. Editors of Encyclopaedia (2024, February 13). Ariston Of Chios. Encyclopedia Britannica",https://www.britannica.com/biography/Ariston-of-Chios,Based on the approximate time of Ariston's flourishing according to Encyclopedia Britannica.,—0299-01/—0200-12,4098.0,,3376.0,glaux1,['Philosophici/-ae'],[],pagan,,,,,,,,,,,,,,793,"Ariston. Stoicorum veterum fragmenta, Vol. 1. von Arnim, Hans Friedrich August, editor. Stuttgart: Teubner, 1903. (1964 printing.)",[nan],0.0
tlg1194.tlg001,Aristonicus of Alexandria,Περὶ Σημίων Ὀδυσσείας,-26.0,14.0,True,False,True,False,Aristonicus of Alexandria,,Aristonicus of Alexandria,Περὶ Σημίων Ὀδυσσείας,[],pagan,['Grammatici'],['Grammatici'],,De signis Odysseae,De signis Odysseae,-100.0,100.0,,,-26.0,14.0,"Forbes, P., & Browning, R.  (2015, December 22). Aristonicus (2). Oxford Classical Dictionary.",https://oxfordre.com/classics/view/10.1093/acrefore/9780199381135.001.0001/acrefore-9780199381135-e-766,"According to Forbes and Browning, Aristonicus of was active during the reign of Roman Emperor Augustus.",—0026-01/+0014-12,34775.0,,24361.0,glaux1,['Grammatici'],[],pagan,,,,,,,,,,,,,,794,"Aristonicus. Aristonici Περὶ Σημίων Ὀδυσσείας. Carnuth, Otto, editor. Leipzig: Hirzel, 1869.",[nan],0.0
tlg1205.tlg001,Athenagoras,Legatio sive Supplicatio pro Christianis,177.0,177.0,True,True,True,False,Athenagoras,Athenagoras,Athenagoras,Supplication pro Christianis,[],christian,['Apologetici'],['Apologetici'],Legatio sive Supplicatio pro Christianis,Legatio sive Supplicatio pro Christianis,Supplicatio Pro Christianis,101.0,200.0,101.0,200.0,177.0,177.0,"Britannica, T. Editors of Encyclopaedia (2024, February 13). Athenagoras. Encyclopedia Britannica",https://www.britannica.com/biography/Athenagoras,Precise date according to Encyclopedia Britannica.,+0177-01/+0177-12,13544.0,13146.0,13032.0,glaux1,['Apologetici'],[],christian,Oratory,,1318.0,1205-001,First1K,XML,5857,,,,,,,795,"Athenagoras. Athenagorae Philosophi Atheniensis Opera (Corpus apologetarum christianorum saeculi secundi, Volume 7). Otto, Johann Karl Theodor von, editor. Jena: Mauke, 1857.",['1205-001'],13146.0
tlg1205.tlg002,Athenagoras,De resurrectione,178.0,200.0,True,True,True,False,Athenagoras,Athenagoras,Athenagoras,De resurrectione,[],christian,['Apologetici'],['Apologetici'],De resurrectione,De Resurrectione,De Resurrectione Mortuorum,101.0,200.0,101.0,200.0,178.0,200.0,"Britannica, T. Editors of Encyclopaedia (2024, February 13). Athenagoras. Encyclopedia Britannica",https://www.britannica.com/biography/Athenagoras,Approximate date.,+0178-01/+0200-12,10330.0,10044.0,9861.0,glaux1,['Apologetici'],[],christian,Theology,Koine,1319.0,1205-002,First1K,XML,6460,,,,,,,796,"Athenagoras. Athenagorae Philosophi Atheniensis Opera (Corpus apologetarum christianorum saeculi secundi, Volume 7). Otto, Johann Karl Theodor von, editor. Jena: Mauke, 1857.",['1205-002'],10044.0
tlg1210.tlg001,Autolycus,De sphaera quae movetur,-334.0,-299.0,True,True,True,False,Autolycus,Autolycus,Autolycus,De Sphaera Quae Movetur,[],pagan,['Astronomici'],['Astronomici'],De sphaera quae movetur,De Sphaera Quae Movetur,De Sphaera Quae Movetur,-400.0,-301.0,-400.0,-301.0,-334.0,-299.0,"Toomer, G.  (2015, December 22). Autolycus (2), of Pitane, Greek astronomer, fl. late 4th cent. BCE. Oxford Classical Dictionary",https://doi.org/10.1093/acrefore/9780199381135.013.1006,"According to Toomer, Autolycus flourished in the late 3th century BC.",—0334-01/—0299-12,4394.0,4433.0,4373.0,glaux1,['Astronomici'],[],pagan,Astronomy/Astrology,Attic,474.0,1210-001,First1K,XML,7166,,,,,,,797,"Autolycus. Autolyci De sphaera quae movetur liber De Ortibus et Occasibus Libri Duo. Hultsch, Friedrich, editor. Leipzig: Teubner, 1885.",['1210-001'],4433.0
tlg1210.tlg002,Autolycus,De ortibus et occasibus,-334.0,-299.0,True,True,True,False,Autolycus,Autolycus,Autolycus,De Ortibus et Occasibus,[],pagan,['Astronomici'],['Astronomici'],De ortibus et occasibus,De Ortibus et Occasibus,De Ortibus et Occasibus,-400.0,-301.0,-400.0,-301.0,-334.0,-299.0,"Toomer, G.  (2015, December 22). Autolycus (2), of Pitane, Greek astronomer, fl. late 4th cent. BCE. Oxford Classical Dictionary",https://doi.org/10.1093/acrefore/9780199381135.013.1006,"According to Toomer, Autolycus flourished in the late 3th century BC.",—0334-01/—0299-12,11357.0,11370.0,11200.0,glaux1,['Astronomici'],[],pagan,Astronomy/Astrology,Attic,475.0,1210-002,First1K,XML,12654,,,,,,,798,"Autolycus. Autolyci De sphaera quae movetur liber De Ortibus et Occasibus Libri Duo. Hultsch, Friedrich, editor. Leipzig: Teubner, 1885.",['1210-002'],11370.0
tlg1216.tlg001,Barnabae Epistula,Barnabae epistula,130.0,130.0,True,True,True,False,Barnabas,Barnabae Epistula,Barnabae epistula,Βαρνάβα ἐπιστολή,[],christian,[],[],Barnabae epistula,Barnabae epistula,Βαρνάβα ἐπιστολή,1.0,200.0,1.0,200.0,130.0,130.0,"Britannica, T. Editors of Encyclopaedia (2020, August 12). Letter of Barnabas. Encyclopedia Britannica",https://www.britannica.com/topic/Letter-of-Barnabas,"According to Encyclopedia Britannica, this work dates as late as 130 AD.",+0130-01/+0130-12,7997.0,7978.0,7967.0,glaux1,[],[],christian,Epistolography,,1037.0,1216-001,Perseus,XML,2209,,,,,,,799,"Barnabas. The Apostolic Fathers with an English Translation In Two Volumes. Vol. I. Lake, Kirsopp, editor. Cambridge, MA: Harvard University Press; London: William Heinemann Ltd. 1912.",['1216-001'],7978.0
tlg1220.tlg001,Batrachomyomachia,Batrachomyomachia,-99.0,-29.0,True,True,True,False,Batrachomyomachia,Batrachomyomachia,Batrachomyomachia,Batrachomyomachia,[],pagan,[],[],Batrachomyomachia,Batrachomyomachia,Batrachomyomachia,-200.0,-1.0,-200.0,-1.0,-99.0,-29.0,"Glei, R. F. (. (2006). Batrachomyomachia. In Brill's New Pauly Online. Brill",https://doi.org/10.1163/1574-9347_bnp_e213900,Written during the late Hellenistic period.,—0099-01/—0029-12,2314.0,2205.0,2515.0,glaux1,[],[],pagan,Epic poetry,Ionic/Epic,817.0,1220-001,First1K,XML,2303,,,,,,,1370,"Batrachomyomachia. Homeri Opera, Volume 5. Allen, Thomas W., editor. Oxford: Clarendon, 1912.",['1220-001'],2205.0
tlg1223.tlg001,Bias,Fragmentum,-600.0,-501.0,True,True,False,False,Bias Prienaeus,Bias,,Fragmentum,['Lyr.'],pagan,,,Fragmentum,,,-600.0,-501.0,-600.0,-501.0,,,,,,,21.0,23.0,,glaux1,,['Lyr.'],pagan,Lyric poetry,Ionic/Epic,89.0,1223-001,https://archive.org/details/greeklyricpoets00broo,TXT,9410,,,,,,,,,['1223-001'],23.0
tlg1241.tlg002,Carmen Naupactium,Carmen Naupactium,-700.0,-501.0,True,True,False,False,Carmen Naupactium,Carmen Naupactium,,Carmen Naupactium (Fragmenta),['Epic.'],pagan,,,Carmen Naupactium,,,-700.0,-501.0,-600.0,-501.0,,,,,,,76.0,67.0,,glaux1,,['Epic.'],pagan,Epic poetry,Ionic/Epic,108.0,1241-002,https://zenodo.org/record/437896,TXT,13803 / 15972,,,,,,,,,['1241-002'],67.0
tlg1247.tlg001,Pseudo-Cebes,Cebetis tabula,1.0,100.0,True,True,True,False,Cebes,Pseudo-Cebes,Cebes,Cebetis tabula,[],pagan,['Philosophici/-ae'],['Philosophici/-ae'],Cebetis tabula,Cebetis tabula,Cebetis tabula,1.0,100.0,1.0,100.0,1.0,100.0,"Döring, K. (. (2006). Cebes. In Brill's New Pauly Online. Brill",https://doi.org/10.1163/1574-9347_bnp_e611460,None,+0001-01/+0100-12,5793.0,5628.0,5597.0,glaux1,['Philosophici/-ae'],[],pagan,Philosophy,,983.0,1247-001,https://www.hs-augsburg.de/~harsch/augustana.html,TXT,6462,,,,,,,1371,"Cebes. Cebetis tabula. Praechter, Karl, editor. Leipzig:Teubner, 1893.",['1247-001'],5628.0
tlg1252.tlg002,Certamen Homeri Et Hesiodi,Certamen Homeri et Hesiodi,138.0,161.0,True,True,True,False,Certamen Homeri et Hesiodi,Certamen Homeri Et Hesiodi,Certamen Homeri et Hesiodi,Certamen Homeri et Hesiodi,[],pagan,[],[],Certamen Homeri et Hesiodi,Certamen Homeri et Hesiodi,Certamen Homeri et Hesiodi,-300.0,200.0,101.0,200.0,138.0,161.0,"West, M.  (2015, December 22). Certamen Homeri et Hesiodi. Oxford Classical Dictionary",https://doi.org/10.1093/acrefore/9780199381135.013.1491,"The author mentions that this work "" dates from the Antonine period"".",+0138-01/+0161-12,2850.0,2728.0,2952.0,glaux1,[],[],pagan,Narrative,,1322.0,1252-002,First1K,XML,2488,,,,,,,800,"Certamen Homeri et Hesiodi. Homeri Opera, Volume 5. Allen, Thomas W., editor. Oxford: Clarendon, 1912.",['1252-002'],2728.0
tlg1260.tlg002,Chersias,Fragmentum epicum,-600.0,-501.0,True,True,False,False,Chersias Epicus,Chersias,,Fragmentum Epicum,[],pagan,,,Fragmentum epicum,,,-600.0,-501.0,-500.0,-401.0,,,,,,,15.0,13.0,,glaux1,,[],pagan,Epic poetry,Ionic/Epic,189.0,1260-002,Perseus,TXT,14059,,,,,,,,,['1260-002'],13.0
tlg1264.tlg001,Chrysippus,Fragmenta Logica et Physica,-279.0,-205.0,True,False,True,False,Chrysippus,,Chrysippus,Fragmenta Logica et Physica,[],pagan,['Philosophici/-ae'],['Philosophici/-ae'],,Fragmenta Logica et Physica,Fragmenta Logica et Physica,-300.0,-201.0,,,-279.0,-205.0,"Britannica, T. Editors of Encyclopaedia (2017, June 20). Chrysippus. Encyclopedia Britannica",https://www.britannica.com/biography/Chrysippus,This date is based on the estimated lifespan of Chrysippus according to Encyclopedia Britannica.,—0279-01/—0205-12,131481.0,,117176.0,glaux1,['Philosophici/-ae'],[],pagan,,,,,,,,,,,,,,801,"Chrysippus. Stoicorum veterum fragmenta, Vol. 2. von Arnim, Hans Friedrich August, editor. Leipzig: Teubner, 1903 (1964 printing).",[nan],0.0
tlg1264.tlg002,Chrysippus,Fragmenta Moralia,-279.0,-205.0,True,False,True,False,Chrysippus,,Chrysippus,Fragmenta Moralia,[],pagan,['Philosophici/-ae'],['Philosophici/-ae'],,Fragmenta Moralia,Fragmenta Moralia,-300.0,-201.0,,,-279.0,-205.0,"Britannica, T. Editors of Encyclopaedia (2017, June 20). Chrysippus. Encyclopedia Britannica",https://www.britannica.com/biography/Chrysippus,This date is based on the estimated lifespan of Chrysippus according to Encyclopedia Britannica.,—0279-01/—0205-12,61807.0,,54019.0,glaux1,['Philosophici/-ae'],[],pagan,,,,,,,,,,,,,,802,"Chrysippus. Stoicorum veterum fragmenta, Vol. 3. von Arnim, Hans Friedrich August, editor. Stuttgart: Teubner, 1903 (1964 printing).",[nan],0.0
